state,county,County_name,Civilian_labor_force_2019,Unemployed_2019,Unemployment_rate_2019,State_Abbr,less_than_high_school,high_school_diploma,some_college,bach_degree,CENSUS_2010_POP,ESTIMATES_BASE_2010,POP_ESTIMATE_2019,N_POP_CHG_2019,Births_2019,Deaths_2019,NATURAL_INC_2019,INTERNATIONAL_MIG_2019,DOMESTIC_MIG_2019,NET_MIG_2019,RESIDUAL_2019,GQ_ESTIMATES_2019,R_birth_2019,R_death_2019,R_NATURAL_INC_2019,R_INTERNATIONAL_MIG_2019,R_DOMESTIC_MIG_2019,R_NET_MIG_2019,cases,deaths
02,068,Denali Borough,1038,88,8.5,AK,25,418,461,697,1826,1822,2097,65,14,9,5,8,51,59,1,105,6.781302979,4.359409058,2.421893921,3.875030274,24.703317995,28.578348268,31,0
02,070,Dillingham Census Area,1938,157,8.1,AK,370,1138,835,559,4847,4847,4916,-75,87,42,45,1,-121,-120,0,52,17.563339053,8.478853336,9.084485717,0.201877460,-24.42717271,-24.22529525,60,0
02,090,Fairbanks North Star Borough,44652,2404,5.4,AK,3381,13785,24520,20152,97581,97585,96849,-1716,1533,506,1027,16,-2763,-2747,4,4689,15.689766342,5.178748708,10.511017634,0.163754900,-28.27842427,-28.11466937,2285,16
02,100,Haines Borough,1111,99,8.9,AK,57,561,553,701,2508,2508,2530,42,20,7,13,0,28,28,1,0,7.971303308,2.789956158,5.181347150,0,11.159824631,11.159824631,13,0
02,110,Juneau City and Borough,16999,756,4.4,AK,878,4584,8138,8879,31275,31276,31974,-63,340,177,163,20,-247,-227,1,985,10.623174142,5.530299480,5.092874662,0.624892597,-7.717423568,-7.092530971,579,2
02,122,Kenai Peninsula Borough,26161,1778,6.8,AK,2902,12989,15008,9378,55400,55400,58708,147,665,541,124,20,6,26,-3,1686,11.341445736,9.226649839,2.114795897,0.341096112,0.102328834,0.443424946,1114,2
02,130,Ketchikan Gateway Borough,6884,428,6.2,AK,701,2865,3671,2343,13477,13526,13901,45,153,88,65,24,-42,-18,-2,267,11.024246136,6.340742876,4.683503260,1.729293512,-3.026263645,-1.296970134,89,0
02,150,Kodiak Island Borough,5912,330,5.6,AK,889,2747,2863,2285,13592,13606,12998,-252,168,53,115,33,-400,-367,0,390,12.800975312,4.038402926,8.762572387,2.514477294,-30.47851265,-27.96403536,124,0
02,158,Kusilvak Census Area,2682,518,19.3,AK,880,2117,760,190,7459,7459,8314,-9,233,103,130,7,-146,-139,0,13,28.009857546,12.382040031,15.627817515,0.841497866,-17.55124121,-16.70974334,250,0
02,164,Lake and Peninsula Borough,708,70,9.9,AK,123,356,237,134,1631,1635,1592,-4,31,10,21,3,-28,-25,0,37,19.447929737,6.273525722,13.174404015,1.882057716,-17.56587202,-15.6838143,5,0
02,170,Matanuska-Susitna Borough,46901,3240,6.9,AK,5068,21381,25899,14073,88995,88985,108317,1202,1368,646,722,16,466,482,-2,2023,12.700063129,5.997252033,6.702811096,0.14853875,4.326191095,4.474729845,1509,3
02,180,Nome Census Area,4036,440,10.9,AK,872,2347,1457,799,9492,9492,10004,-49,197,101,96,2,-147,-145,0,179,19.644014559,10.071296804,9.572717754,0.199431620,-14.65822406,-14.45879244,138,0
02,185,North Slope Borough,3485,224,6.4,AK,666,2797,1968,1079,9430,9430,9832,-18,151,57,94,1,-114,-113,1,2651,15.343969109,5.792094299,9.551874809,0.101615689,-11.5841886,-11.48257291,276,0
02,188,Northwest Arctic Borough,2934,411,14,AK,759,1982,956,489,7523,7523,7621,-73,167,90,77,7,-156,-149,-1,396,21.808684296,11.753183154,10.055501143,0.914136467,-20.37218413,-19.45804767,258,0
02,195,Petersburg Census Area,1388,121,8.7,AK,219,680,647,589,3815,3207,3266,22,30,29,1,2,19,21,0,43,9.216589862,8.909370200,0.307219662,0.614439324,5.837173579,6.451612903,18,0
02,198,Prince of Wales-Hyder Census Area,2851,289,10.1,AK,440,1668,1577,787,5559,6168,6203,-157,59,53,6,2,-166,-164,1,50,9.392660989,8.437475125,0.955185863,0.318395288,-26.42680888,-26.1084136,34,1
02,220,Sitka City and Borough,4336,181,4.2,AK,371,1741,2026,2004,8881,8881,8493,-61,77,58,19,16,-96,-80,0,258,9.033847598,6.804716372,2.229131225,1.877163137,-11.26297882,-9.385815686,81,0
02,230,Skagway Municipality,822,76,9.2,AK,51,189,296,273,968,968,1183,14,8,14,-6,0,20,20,0,32,6.802721088,11.904761905,-5.102040816,0,17.006802721,17.006802721,8,0
02,240,Southeast Fairbanks Census Area,2810,252,9,AK,436,1451,1717,851,7029,7029,6893,-44,109,35,74,12,-129,-117,-1,369,15.762834418,5.061460593,10.701373825,1.735357918,-18.65509761,-16.9197397,89,1
02,261,Valdez-Cordova Census Area,4815,363,7.5,AK,259,2111,2114,1981,9636,9636,9202,41,118,58,60,-6,-13,-19,0,188,12.851930512,6.317050591,6.534879922,-0.653487992,-1.41589065,-2.069378642,176,1
02,275,Wrangell City and Borough,1002,77,7.7,AK,219,705,563,388,2369,2365,2502,-36,21,34,-13,5,-30,-25,2,13,8.333333333,13.492063492,-5.158730159,1.984126984,-11.9047619,-9.920634921,19,0
02,290,Yukon-Koyukuk Census Area,2458,345,14,AK,496,1394,1108,463,5588,5588,5230,-129,76,69,7,2,-139,-137,1,31,14.35451884,13.032392105,1.322126735,0.377750496,-26.25365946,-25.87590896,120,2
04,001,Apache County,20487,2019,9.9,AZ,9085,14708,15444,5189,71518,71517,71887,156,934,702,232,37,-112,-75,-1,956,13.006726176,9.775933379,3.230792798,0.515255748,-1.559693075,-1.044437327,4003,171
04,003,Cochise County,50594,2899,5.7,AZ,11215,20560,35576,20116,131346,131359,125922,-489,1348,1312,36,66,-595,-529,4,4436,10.684294167,10.398956934,0.285337233,0.523118260,-4.715990378,-4.192872117,2216,75
04,005,Coconino County,77507,4301,5.5,AZ,8515,17604,26746,29254,134421,134426,143476,953,1513,901,612,25,313,338,3,13646,10.580456575,6.300721331,4.279735244,0.174825786,2.188818842,2.363644628,5405,149
04,007,Gila County,21677,1192,5.5,AZ,5718,11144,14867,7226,53597,53592,54018,217,514,811,-297,9,504,513,1,908,9.534497630,15.043730697,-5.509233067,0.166946457,9.349001567,9.515948024,1989,72
04,009,Graham County,15351,743,4.8,AZ,3379,7028,9526,3598,37220,37212,38837,842,526,323,203,30,607,637,2,2922,13.692211579,8.407955019,5.284256560,0.780924615,15.800708038,16.581632653,1281,29
04,011,Greenlee County,4520,178,3.9,AZ,658,2155,2433,709,8437,8444,9498,50,144,49,95,8,-52,-44,-1,34,15.201097857,5.172595799,10.028502058,0.844505436,-5.489285337,-4.644779901,104,2
04,012,La Paz County,9334,545,5.8,AZ,3606,5248,5084,1972,20489,20489,21108,69,191,310,-119,68,123,191,-3,374,9.06351579,14.710418298,-5.646902508,3.226801433,5.836714357,9.06351579,628,17
04,013,Maricopa County,2310503,92847,4,AZ,354513,634810,923098,899070,3817117,3817365,4485414,83011,52722,33023,19699,5520,57477,62997,315,67191,11.863880636,7.431071094,4.432809541,1.242149788,12.933884665,14.176034453,159781,3608
04,015,Mohave County,87792,4977,5.7,AZ,22957,54288,58539,20104,200186,200182,212181,2889,1752,3375,-1623,-246,4724,4478,34,4762,8.31369981,16.015260764,-7.701560954,-1.167334562,22.416619807,21.249285245,4453,233
04,017,Navajo County,40979,3006,7.3,AZ,11963,20957,25708,11025,107449,107488,110924,682,1447,1117,330,44,311,355,-3,1922,13.085193927,10.101010101,2.984183826,0.397891177,2.812367181,3.210258358,6538,241
04,019,Pima County,498695,22075,4.4,AZ,79230,152408,230498,216291,980263,980263,1047279,10725,10891,10199,692,1204,8801,10005,28,24751,10.452852988,9.78869228,0.664160708,1.155562850,8.446934087,9.602496937,28824,642
04,021,Pinal County,187480,9171,4.9,AZ,41961,85546,105949,54794,375770,375764,462789,15983,4568,3330,1238,487,14180,14667,78,25918,10.044030585,7.321939984,2.722090601,1.070806238,31.178711405,32.249517642,12174,228
04,023,Santa Cruz County,19636,1673,8.5,AZ,7127,7957,8006,6138,47420,47420,46498,103,619,316,303,56,-257,-201,1,474,13.327161358,6.803526638,6.523634720,1.205688265,-5.53324793,-4.327559665,3065,65
04,025,Yavapai County,106880,4742,4.4,AZ,16623,44214,67706,43270,211033,211017,235099,3327,1782,3042,-1260,-72,4636,4564,23,4140,7.633800343,13.031436949,-5.397636606,-0.308436378,19.85987564,19.551439263,3029,91
04,027,Yuma County,99824,16387,16.4,AZ,36452,33924,41128,19315,195751,195750,213787,2175,2991,1713,1278,546,357,903,-6,9459,14.062092295,8.053615547,6.008476748,2.567001803,1.678424256,4.245426059,13994,358
05,001,Arkansas County,9427,286,3,AR,2121,4774,3646,1937,19019,19007,17486,-240,206,216,-10,-3,-229,-232,2,247,11.700556628,12.268544814,-0.567988186,-0.170396456,-13.00692946,-13.17732591,726,17
05,003,Ashley County,7751,418,5.4,AR,2465,5563,4066,1838,21853,21845,19657,-355,213,251,-38,-4,-313,-317,0,191,10.7388641,12.65471779,-1.915853689,-0.201668809,-15.78058434,-15.98225314,573,11
05,005,Baxter County,16296,650,4,AR,3747,11090,11007,5802,41513,41511,41932,308,349,695,-346,-1,656,655,-1,595,8.353678970,16.635549811,-8.281870841,-0.023936043,15.702044138,15.678108095,776,11
05,007,Benton County,137211,3601,2.6,AR,20120,49182,44756,54780,221339,221348,279141,6875,3744,1820,1924,107,4823,4930,21,2081,13.579805842,6.601294507,6.978511336,0.388098084,17.493430442,17.881528526,8619,125
05,009,Boone County,16036,511,3.2,AR,3375,8779,9652,4145,36903,36920,37432,47,407,460,-53,-11,114,103,-3,465,10.879880241,12.296670543,-1.416790302,-0.294050817,3.047435743,2.753384926,1099,36
05,011,Bradley County,4483,185,4.1,AR,1352,3120,1880,1142,11508,11505,10763,-75,116,130,-14,-5,-56,-61,0,227,10.740243507,12.036479793,-1.296236285,-0.46294153,-5.184945141,-5.647886672,373,8
05,013,Calhoun County,2453,108,4.4,AR,649,1636,1013,452,5368,5368,5189,-38,39,48,-9,-1,-28,-29,0,175,7.488479263,9.216589862,-1.728110599,-0.192012289,-5.376344086,-5.568356375,59,0
05,015,Carroll County,12783,400,3.1,AR,2788,6788,6055,4015,27446,27449,28380,283,301,305,-4,25,265,290,-3,230,10.659206403,10.800856986,-0.141650583,0.885316146,9.384351152,10.269667298,1049,19
05,017,Chicot County,3285,228,6.9,AR,1451,2954,2012,1110,11800,11800,10118,-324,111,150,-39,-2,-283,-285,0,769,10.79766537,14.591439689,-3.793774319,-0.194552529,-27.52918288,-27.72373541,1056,23
05,019,Clark County,9691,368,3.8,AR,1422,4021,4090,3642,22995,22991,22320,7,233,241,-8,2,14,16,-1,2986,10.440705308,10.79918446,-0.358479152,0.089619788,0.627338516,0.716958304,530,5
05,021,Clay County,5691,278,4.9,AR,2047,4363,2944,1228,16083,16083,14551,-212,155,197,-42,0,-170,-170,0,125,10.575151805,13.44067681,-2.865525005,0,-11.59855359,-11.59855359,517,13
05,023,Cleburne County,9226,418,4.5,AR,2865,7630,5464,2796,25970,25964,24919,-75,227,385,-158,-6,90,84,-1,339,9.095826738,15.426842706,-6.331015968,-0.240418328,3.606274918,3.365856590,500,16
05,025,Cleveland County,3219,127,3.9,AR,649,2689,1438,920,8689,8692,7956,-39,75,88,-13,-1,-25,-26,0,52,9.403799135,11.033790985,-1.62999185,-0.125383988,-3.134599712,-3.2599837,257,13
05,027,Columbia County,9140,410,4.5,AR,2210,5880,3602,3028,24552,24552,23457,-129,262,279,-17,9,-120,-111,-1,2161,11.138745403,11.861488425,-0.722743022,0.382628659,-5.101715452,-4.719086793,757,21
05,029,Conway County,8285,359,4.3,AR,2059,6333,3871,2329,21273,21267,20846,21,227,213,14,-5,14,9,-2,285,10.894866934,10.222936815,0.671930119,-0.239975043,0.671930119,0.431955077,361,4
05,031,Craighead County,55652,1555,2.8,AR,7370,23120,19413,17809,96443,96443,110332,1516,1456,1030,426,47,1044,1091,-1,3837,13.287823754,9.400040155,3.887783598,0.428933871,9.527807692,9.956741563,4938,48
05,033,Crawford County,26922,894,3.3,AR,6227,15708,13588,6432,61948,61935,63257,-122,758,658,100,5,-227,-222,0,540,11.971319372,10.39198964,1.579329732,0.078966487,-3.585078493,-3.506112006,2189,30
05,035,Crittenden County,21422,910,4.2,AR,5461,10890,9132,5607,50902,50907,47955,-408,722,534,188,-7,-591,-598,2,1053,14.992005648,11.088270105,3.903735543,-0.145351855,-12.2718495,-12.41720135,2532,53
05,037,Cross County,7411,314,4.2,AR,1974,4768,2964,1771,17870,17878,16419,-211,194,207,-13,2,-202,-200,2,225,11.740143423,12.526854065,-0.786710642,0.121032406,-12.22427305,-12.10324064,616,22
05,039,Dallas County,2840,134,4.7,AR,862,2284,1401,721,8116,8124,7009,-143,73,79,-6,-2,-133,-135,-2,401,10.310006355,11.157404138,-0.847397783,-0.282465928,-18.78398418,-19.06645011,188,6
05,041,Desha County,5402,241,4.5,AR,1677,3487,1772,984,13008,13002,11361,-146,135,172,-37,-1,-108,-109,0,56,11.806891726,15.042854644,-3.235962918,-0.087458457,-9.445513381,-9.532971838,431,7
05,043,Drew County,7864,408,5.2,AR,1744,4150,3414,2420,18509,18517,18219,-109,228,198,30,-5,-134,-139,0,895,12.477084302,10.835362684,1.641721619,-0.27362027,-7.33302323,-7.6066435,440,7
05,045,Faulkner County,62431,1875,3,AR,6483,22846,22986,22472,113237,113238,126007,869,1516,920,596,41,232,273,0,4407,12.072707002,7.326444882,4.746262119,0.326504609,1.847538275,2.174042884,3543,39
05,047,Franklin County,7494,252,3.4,AR,2106,4844,3701,1423,18125,18137,17715,-49,178,190,-12,-1,-34,-35,-2,447,10.034104682,10.710561177,-0.676456495,-0.056371375,-1.916626737,-1.972998112,575,2
05,049,Fulton County,4962,199,4,AR,1364,3282,3140,1043,12245,12236,12477,169,134,201,-67,5,232,237,-1,165,10.812991729,16.219487593,-5.406495864,0.403469841,18.721000605,19.124470446,348,10
05,051,Garland County,41346,1537,3.7,AR,8243,22357,26033,14335,96024,95999,99386,420,1071,1347,-276,-27,726,699,-3,2165,10.798983625,13.581914979,-2.782931354,-0.272243285,7.320319432,7.048076147,2645,70
05,053,Grant County,8403,267,3.2,AR,1065,5517,3625,2287,17853,17842,18265,85,172,188,-16,-6,107,101,0,143,9.438880505,10.316915901,-0.878035396,-0.329263273,5.871861709,5.542598436,382,4
05,055,Greene County,20065,699,3.5,AR,3767,13130,8074,4734,42090,42090,45325,-14,587,505,82,-7,-87,-94,-2,602,12.948910262,11.14003353,1.808876732,-0.154416306,-1.919174093,-2.0735904,1666,20
05,057,Hempstead County,9951,380,3.8,AR,2734,5317,4161,2178,22609,22587,21532,-153,291,233,58,-13,-199,-212,1,301,13.466922739,10.782793808,2.684128931,-0.601615105,-9.209338918,-9.810954023,593,5
05,059,Hot Spring County,14019,510,3.6,AR,3495,9489,7464,3526,32923,33011,33771,99,361,379,-18,-1,119,118,-1,2332,10.705336358,11.239120442,-0.533784084,-0.029654671,3.528905891,3.499251220,2297,37
05,061,Howard County,5711,186,3.3,AR,1515,3312,2733,1308,13789,13781,13202,-100,172,171,1,-2,-99,-101,0,181,12.979172955,12.903712647,0.075460308,-0.150920616,-7.47057048,-7.621491096,625,14
05,063,Independence County,16527,659,4,AR,3577,9016,7804,4754,36647,36641,37825,57,513,430,83,-7,-17,-24,-2,966,13.572685302,11.376714775,2.195970526,-0.185202334,-0.449777096,-0.634979429,1528,58
05,065,Izard County,4912,269,5.5,AR,1511,3825,3393,1397,13696,13703,13629,47,119,188,-69,2,113,115,1,1002,8.746462828,13.817941274,-5.071478446,0.146999375,8.305464702,8.452464077,673,2
05,067,Jackson County,5840,380,6.5,AR,2600,5061,3408,1254,17997,17998,16719,-34,187,206,-19,-2,-12,-14,-1,2210,11.173518164,12.308795411,-1.135277247,-0.119502868,-0.717017208,-0.836520076,907,6
05,069,Jefferson County,27740,1520,5.5,AR,6620,18270,14074,8432,77435,77456,66824,-1243,788,827,-39,6,-1214,-1208,4,5424,11.683507425,12.261752081,-0.578244657,0.088960716,-17.99971829,-17.91075757,4302,102
05,071,Johnson County,10278,469,4.6,AR,3565,7124,3860,2735,25540,25545,26578,-81,326,252,74,-4,-150,-154,-1,690,12.247121363,9.467099949,2.780021414,-0.150271428,-5.635178541,-5.785449969,1063,8
05,073,Lafayette County,2466,115,4.7,AR,909,2055,1192,821,7645,7643,6624,-55,61,94,-33,-1,-20,-21,-1,105,9.170863715,14.132150643,-4.961286928,-0.150342028,-3.006840562,-3.15718259,201,3
05,075,Lawrence County,6817,284,4.2,AR,1636,4551,3393,1696,17415,17410,16406,-26,194,249,-55,-3,32,29,0,663,11.815579512,15.165357208,-3.349777697,-0.182715147,1.948961569,1.766246422,884,21
05,077,Lee County,2833,127,4.5,AR,1831,2770,1578,607,10424,10428,8857,-119,81,120,-39,0,-80,-80,0,1738,9.084281949,13.45819548,-4.373913531,0,-8.97213032,-8.97213032,1113,18
05,079,Lincoln County,3950,173,4.4,AR,1910,5127,2259,903,14134,14141,13024,-160,100,146,-46,1,-113,-112,-2,3547,7.631257631,11.141636142,-3.51037851,0.076312576,-8.623321123,-8.547008547,2337,18
05,081,Little River County,5518,238,4.3,AR,1041,3758,2989,1003,13171,13168,12259,-38,136,176,-40,-3,6,3,-1,123,11.076722593,14.33458218,-3.257859586,-0.244339469,0.488678938,0.244339469,489,37
05,083,Logan County,8583,373,4.3,AR,2278,6875,4284,1846,22353,22361,21466,-207,235,296,-61,10,-156,-146,0,579,10.895013793,13.723081203,-2.82806741,0.463617608,-7.232434688,-6.76881708,617,5
05,085,Lonoke County,34468,1109,3.2,AR,5363,16675,15846,9639,68356,68382,73309,-82,858,690,168,-12,-242,-254,4,573,11.697341513,9.406952965,2.290388548,-0.163599182,-3.29925017,-3.462849352,1877,33
05,087,Madison County,7427,189,2.5,AR,2242,5037,2382,1375,15717,15723,16576,214,207,141,66,-5,152,147,1,79,12.56906916,8.561539863,4.007529297,-0.303600704,9.229461412,8.925860708,444,6
05,089,Marion County,6673,267,4,AR,1636,4583,4091,2148,16653,16644,16694,29,141,278,-137,-4,172,168,-2,141,8.453490812,16.667166282,-8.21367547,-0.239815342,10.312059714,10.072244372,180,2
05,091,Miller County,19750,809,4.1,AR,4170,10680,9967,4934,43462,43462,43257,-105,520,471,49,-28,-123,-151,-3,1452,12.006603632,10.875212136,1.131391496,-0.646509426,-2.840023551,-3.486532978,1613,21
05,093,Mississippi County,17358,891,5.1,AR,5305,10630,8066,3521,46480,46481,40651,-585,580,498,82,-19,-652,-671,4,788,14.165862713,12.163102812,2.002759901,-0.464054123,-15.9243836,-16.38843773,2412,69
05,095,Monroe County,2761,119,4.3,AR,1168,2199,1205,537,8149,8155,6701,-179,67,114,-47,0,-133,-133,1,84,9.866725573,16.788159929,-6.921434357,0,-19.58618658,-19.58618658,230,2
05,097,Montgomery County,2970,138,4.6,AR,1461,2450,2075,722,9487,9497,8986,76,88,148,-60,4,133,137,-1,121,9.834599911,16.540008941,-6.70540903,0.447027269,14.863656683,15.310683952,188,8
05,099,Nevada County,3662,145,4,AR,787,2605,1644,916,8997,9020,8252,-56,102,104,-2,-3,-51,-54,0,157,12.31884058,12.560386473,-0.241545894,-0.362318841,-6.15942029,-6.52173913,335,14
05,101,Newton County,3335,117,3.5,AR,994,2338,1468,927,8330,8315,7753,-47,84,108,-24,0,-22,-22,-1,51,10.801774577,13.887995885,-3.086221308,0,-2.829036199,-2.829036199,324,20
05,103,Ouachita County,9838,508,5.2,AR,2412,6958,4675,2671,26120,26128,23382,-238,249,338,-89,0,-147,-147,-2,352,10.595293817,14.382366708,-3.787072891,0,-6.255052976,-6.255052976,401,9
05,105,Perry County,4275,175,4.1,AR,1202,2938,2226,858,10445,10444,10455,75,117,138,-21,1,96,97,-1,152,11.231101512,13.246940245,-2.015838733,0.095992321,9.215262779,9.311255100,152,2
05,107,Phillips County,6379,383,6,AR,2665,3709,4236,1729,21757,21755,17782,-272,267,255,12,-4,-281,-285,1,246,14.901216654,14.231499051,0.669717602,-0.223239201,-15.68255386,-15.90579306,781,16
05,109,Pike County,4250,164,3.9,AR,1153,2946,2364,1113,11291,11287,10718,52,102,130,-28,2,80,82,-2,196,9.539842873,12.15862327,-2.618780397,0.187055743,7.482229704,7.669285447,276,1
05,111,Poinsett County,10279,350,3.4,AR,3161,7228,4289,1643,24583,24576,23528,-375,310,334,-24,-4,-348,-352,1,341,13.071619827,14.0836162,-1.011996374,-0.168666062,-14.67394742,-14.84261348,1203,23
05,113,Polk County,8121,339,4.2,AR,2166,5275,4789,1872,20662,20654,19964,-55,215,286,-71,-3,21,18,-2,155,10.754570693,14.306080084,-3.551509391,-0.150063777,1.050446440,0.900382663,374,5
05,115,Pope County,28869,1251,4.3,AR,6117,14318,11064,8860,61754,61753,64072,478,765,593,172,11,296,307,-1,3270,11.984396785,9.289865743,2.694531042,0.172324660,4.637099933,4.809424592,2835,37
05,117,Prairie County,3586,156,4.4,AR,1062,2390,1617,903,8715,8716,8062,-20,80,116,-36,-2,19,17,-1,131,9.910802775,14.370664024,-4.459861249,-0.247770069,2.353815659,2.106045590,248,4
05,119,Pulaski County,190248,6472,3.4,AR,25441,69644,80333,90726,382748,382749,391911,-7,5067,3795,1272,153,-1415,-1262,-17,8661,12.928840347,9.683234481,3.245605866,0.390391272,-3.610481368,-3.220090096,12467,220
